code_ins,date_debut,date_fin,nom_officiel_rn,nom_unique_etnic,actif
35002,1/01/0001,31/03/2014,BREDENE,Bredene,N
35002,1/04/2014,,BREDENE,Bredene,O
35003,1/01/1830,31/12/1976,EERNEGEM,Eernegem,N
35004,1/01/1830,31/12/1976,ETTELGEM,Ettelgem,N
35005,1/01/0001,31/03/2014,GISTEL,Gistel,N
35005,1/04/2014,,GISTEL,Gistel,O
35006,1/01/0001,31/03/2014,ICHTEGEM,Ichtegem,N
35006,1/04/2014,,ICHTEGEM,Ichtegem,O
35007,1/01/1830,31/12/1976,KLEMSKERKE,Klemskerke,N
35008,1/01/1830,31/12/1976,LEFFINGE,Leffinge,N
35009,1/01/1830,31/12/1970,LOMBARDSIJDE,Lombardsijde,N
35010,1/01/1830,31/12/1970,MANNEKENSVERE,Mannekensvere,N
35011,1/01/0001,31/03/2014,MIDDELKERKE,Middelkerke,N
35011,1/04/2014,,MIDDELKERKE,Middelkerke,O
35012,1/01/1830,31/12/1970,MOERE,Moere,N
35013,1/01/0001,31/03/2014,OOSTENDE,Oostende,N
35013,1/04/2014,,OOSTENDE,Oostende,O
35014,1/01/0001,31/03/2014,OUDENBURG,Oudenburg,N
35014,1/04/2014,,OUDENBURG,Oudenburg,O
35015,1/01/1830,31/12/1976,ROKSEM,Roksem,N
35016,1/01/1830,31/12/1970,SCHORE,Schore,N
35017,1/01/1830,31/12/1970,SINT-PIETERS-KAPELLE,Sint-Pieters-Kapelle (WEST-VLAANDEREN),N
35018,1/01/1830,31/12/1970,SLIJPE,Slijpe,N
35019,1/01/1830,31/12/1976,SNAASKERKE,Snaaskerke,N
35020,1/01/1830,31/12/1970,STENE,Stene,N
35021,1/01/1830,31/12/1976,VLISSEGEM,Vlissegem,N
35022,1/01/1830,31/12/1976,WESTENDE,Westende,N
35023,1/01/1830,31/12/1976,WESTKERKE,Westkerke,N
35024,1/01/1830,31/12/1976,WILSKERKE,Wilskerke,N
35025,1/01/1830,31/12/1970,ZANDE,Zande,N
35026,1/01/1830,31/12/1970,ZANDVOORDE,Zandvoorde (OOSTENDE),N
35027,1/01/1830,31/12/1970,ZEVEKOTE,Zevekote,N
35029,1/01/0001,31/03/2014,DE HAAN,De Haan,N
35029,1/04/2014,,DE HAAN,De Haan,O
36002,1/01/1830,31/12/1964,BEVEREN,Beveren (ROESELARE),N
36003,1/01/1830,31/12/1976,DADIZELE,Dadizele,N
36004,1/01/1830,31/12/1964,EMELGEM,Emelgem,N
36005,1/01/1830,31/12/1976,GITS,Gits,N
36006,1/01/0001,31/03/2014,HOOGLEDE,Hooglede,N
36006,1/04/2014,,HOOGLEDE,Hooglede,O
36007,1/01/0001,31/03/2014,INGELMUNSTER,Ingelmunster,N
36007,1/04/2014,,INGELMUNSTER,Ingelmunster,O
36008,1/01/0001,31/03/2014,IZEGEM,Izegem,N
36008,1/04/2014,,IZEGEM,Izegem,O
36009,1/01/1830,31/12/1976,KACHTEM,Kachtem,N
36010,1/01/0001,31/03/2014,LEDEGEM,Ledegem,N
36010,1/04/2014,,LEDEGEM,Ledegem,O
36011,1/01/0001,31/03/2014,LICHTERVELDE,Lichtervelde,N
36011,1/04/2014,,LICHTERVELDE,Lichtervelde,O
36012,1/01/0001,31/03/2014,MOORSLEDE,Moorslede,N
36012,1/04/2014,,MOORSLEDE,Moorslede,O
36013,1/01/1830,31/12/1976,OEKENE,Oekene,N
36014,1/01/1830,31/12/1976,OOSTNIEUWKERKE,Oostnieuwkerke,N
36015,1/01/0001,31/03/2014,ROESELARE,Roeselare,N
36015,1/04/2014,,ROESELARE,Roeselare,O
36016,1/01/1830,31/12/1976,ROLLEGEM-KAPELLE,Rollegem-Kapelle,N
36017,1/01/1830,31/12/1976,RUMBEKE,Rumbeke,N
36018,1/01/1830,31/12/1976,SINT-ELOOIS-WINKEL,Sint-Eloois-Winkel,N
36019,1/01/0001,31/03/2014,STADEN,Staden,N
36019,1/04/2014,,STADEN,Staden,O
36020,1/01/1830,31/12/1976,WESTROZEBEKE,Westrozebeke,N
37001,1/01/1830,31/12/1976,AARSELE,Aarsele,N
37002,1/01/0001,31/03/2014,DENTERGEM,Dentergem,N
37002,1/04/2014,,DENTERGEM,Dentergem,O
37003,1/01/1830,31/12/1976,EGEM,Egem,N
37004,1/01/1830,31/12/1976,KANEGEM,Kanegem,N
37005,1/01/1830,31/12/1976,KOOLSKAMP,Koolskamp,N
37006,1/01/1830,31/12/1976,MARKEGEM,Markegem,N
37007,1/01/0001,31/03/2014,MEULEBEKE,Meulebeke,N
37007,1/04/2014,,MEULEBEKE,Meulebeke,O
37008,1/01/1830,31/12/1976,OESELGEM,Oeselgem,N
37009,1/01/1830,31/12/1976,OOIGEM,Ooigem,N
37010,1/01/0001,31/03/2014,OOSTROZEBEKE,Oostrozebeke,N
37010,1/04/2014,,OOSTROZEBEKE,Oostrozebeke,O
37011,1/01/0001,31/03/2014,PITTEM,Pittem,N
37011,1/04/2014,,PITTEM,Pittem,O
37012,1/01/0001,31/03/2014,RUISELEDE,Ruiselede,N
37012,1/04/2014,,RUISELEDE,Ruiselede,O
37013,1/01/1862,31/12/1976,SCHUIFERSKAPELLE,Schuiferskapelle,N
37014,1/01/1830,31/12/1976,SINT-BAAFS-VIJVE,Sint-Baafs-Vijve,N
37015,1/01/0001,31/03/2014,TIELT,Tielt (WEST-VLAANDEREN),N
37015,1/04/2014,,TIELT,Tielt (WEST-VLAANDEREN),O
37016,1/01/1830,31/12/1976,WAKKEN,Wakken,N
37017,1/01/0001,31/03/2014,WIELSBEKE,Wielsbeke,N
37017,1/04/2014,,WIELSBEKE,Wielsbeke,O
37018,1/01/0001,31/03/2014,WINGENE,Wingene,N
37018,1/04/2014,,WINGENE,Wingene,O
37019,1/01/1830,31/12/1976,ZWEVEZELE,Zwevezele,N
37020,1/01/0001,31/03/2014,ARDOOIE,Ardooie,N
37020,1/04/2014,,ARDOOIE,Ardooie,O
38001,1/01/1830,31/12/1976,ADINKERKE,Adinkerke,N
38002,1/01/0001,31/03/2014,ALVERINGEM,Alveringem,N
38002,1/04/2014,,ALVERINGEM,Alveringem,O
38003,1/01/1830,31/12/1970,AVEKAPELLE,Avekapelle,N
38004,1/01/1830,31/12/1970,BEVEREN,Beveren (VEURNE),N
38005,1/01/1830,31/12/1970,BOOITSHOEKE,Booitshoeke,N
38006,1/01/1830,31/12/1970,BULSKAMP,Bulskamp,N
38007,1/01/1830,31/12/1970,DE MOEREN,De Moeren,N
38008,1/01/0001,31/03/2014,DE PANNE,De Panne,N
38008,1/04/2014,,DE PANNE,De Panne,O
38009,1/01/1830,31/12/1970,EGGEWAARTSKAPELLE,Eggewaartskapelle,N
38010,1/01/1830,31/12/1970,GIJVERINKHOVE,Gijverinkhove,N
38011,1/01/1830,31/12/1970,HOOGSTADE,Hoogstade,N
38012,1/01/1830,31/12/1976,HOUTEM,Houtem,N
38013,1/01/1830,31/12/1970,IZENBERGE,Izenberge,N
38014,1/01/0001,31/03/2014,KOKSIJDE,Koksijde,N
38014,1/04/2014,,KOKSIJDE,Koksijde,O
38015,1/01/1830,31/12/1976,LEISELE,Leisele,N
38016,1/01/0001,31/03/2014,NIEUWPOORT,Nieuwpoort,N
38016,1/04/2014,,NIEUWPOORT,Nieuwpoort,O
38017,1/01/1830,31/12/1970,OEREN,Oeren,N
38018,1/01/1830,31/12/1976,OOSTDUINKERKE,Oostduinkerke,N
38019,1/01/1830,31/12/1976,PERVIJZE,Pervijze,N
38020,1/01/1830,31/12/1970,RAMSKAPELLE,Ramskapelle (VEURNE),N
38021,1/01/1830,31/12/1970,SINT-JORIS,Sint-Joris (VEURNE),N
38022,1/01/1830,31/12/1970,SINT-RIJKERS,Sint-Rijkers,N
38023,1/01/1830,31/12/1976,STAVELE,Stavele,N
38024,1/01/1830,31/12/1970,STEENKERKE,Steenkerke,N
38025,1/01/0001,31/03/2014,VEURNE,Veurne,N
38025,1/04/2014,,VEURNE,Veurne,O
38026,1/01/1830,31/12/1970,VINKEM,Vinkem,N
38027,1/01/1830,31/12/1970,WULPEN,Wulpen,N
38028,1/01/1830,31/12/1970,WULVERINGEM,Wulveringem,N
38029,1/01/1830,31/12/1970,ZOUTENAAIE,Zoutenaaie,N
41001,1/01/1830,31/12/1976,AAIGEM,Aaigem,N
41002,1/01/0001,31/03/2014,AALST,Aalst (OOST-VLAANDEREN),N
41002,1/04/2014,,AALST,Aalst (OOST-VLAANDEREN),O
41003,1/01/1830,31/12/1976,APPELTERRE-EICHEM,Appelterre-Eichem,N
41004,1/01/1830,31/12/1976,ASPELARE,Aspelare,N
41005,1/01/1830,31/12/1976,BAARDEGEM,Baardegem,N
41006,1/01/1830,31/12/1976,BAMBRUGGE,Bambrugge,N
41007,1/01/1830,31/12/1976,BAVEGEM,Bavegem,N
41008,1/01/1830,31/12/1976,BORSBEKE,Borsbeke,N
41009,1/01/1830,31/12/1976,BURST,Burst,N
41010,1/01/1830,31/12/1976,DENDERHOUTEM,Denderhoutem,N
41011,1/01/0001,31/03/2014,DENDERLEEUW,Denderleeuw,N
41011,1/04/2014,,DENDERLEEUW,Denderleeuw,O
41012,1/01/1830,31/12/1976,DENDERWINDEKE,Denderwindeke,N
41013,1/01/1830,31/12/1970,ELENE,Elene,N
41014,1/01/1830,31/12/1976,EREMBODEGEM,Erembodegem,N
41015,1/01/1830,31/12/1976,ERONDEGEM,Erondegem,N
41016,1/01/1830,31/12/1976,ERPE,Erpe,N
41017,1/01/1830,31/12/1970,ERWETEGEM,Erwetegem,N
41018,1/01/0001,31/03/2014,GERAARDSBERGEN,Geraardsbergen,N
41018,1/04/2014,,GERAARDSBERGEN,Geraardsbergen,O
41019,1/01/1830,31/12/1976,GIJZEGEM,Gijzegem,N
41020,1/01/1830,31/12/1970,GODVEERDEGEM,Godveerdegem,N
41021,1/01/1830,31/12/1970,GOEFERDINGE,Goeferdinge,N
41022,1/01/1830,31/12/1976,GRIMMINGE,Grimminge,N
41023,1/01/1830,31/12/1970,GROTENBERGE,Grotenberge,N
41024,1/01/0001,31/03/2014,HAALTERT,Haaltert,N
41024,1/04/2014,,HAALTERT,Haaltert,O
41025,1/01/1830,31/12/1976,HELDERGEM,Heldergem,N
41026,1/01/1830,31/12/1976,HERDERSEM,Herdersem,N
41027,1/01/0001,31/03/2014,HERZELE,Herzele,N
41027,1/04/2014,,HERZELE,Herzele,O
41028,1/01/1830,31/12/1976,HILLEGEM,Hillegem,N
41029,1/01/1830,31/12/1976,HOFSTADE,Hofstade (OOST-VLAANDEREN),N
41030,1/01/1830,31/12/1976,IDDERGEM,Iddergem,N
41031,1/01/1830,31/12/1976,IDEGEM,Idegem,N
41032,1/01/1830,31/12/1976,IMPE,Impe,N
41033,1/01/1830,31/12/1976,KERKSKEN,Kerksken,N
41034,1/01/0001,31/03/2014,LEDE,Lede,N
41034,1/04/2014,,LEDE,Lede,O
41035,1/01/1830,31/12/1970,LEEUWERGEM,Leeuwergem,N
41036,1/01/1830,31/12/1976,LETTERHOUTEM,Letterhoutem,N
41037,1/01/1830,31/12/1976,LIEFERINGE,Lieferinge,N
41038,1/01/1830,31/12/1976,MEERBEKE,Meerbeke,N
41039,1/01/1830,31/12/1976,MELDERT,Meldert (OOST-VLAANDEREN),N
41040,1/01/1830,31/12/1976,MERE,Mere,N
41041,1/01/1830,31/12/1976,MOERBEKE,Moerbeke (AALST),N
41042,1/01/1830,31/12/1976,MOORSEL,Moorsel,N
41043,1/01/1830,31/12/1970,NEDERBOELARE,Nederboelare,N
41044,1/01/1830,31/12/1976,NEDERHASSELT,Nederhasselt,N
41045,1/01/1830,31/12/1976,NEIGEM,Neigem,N
41046,1/01/1830,31/12/1976,NIEUWENHOVE,Nieuwenhove,N
41047,1/01/1830,31/12/1976,NIEUWERKERKEN,Nieuwerkerken (OOST-VLAANDEREN),N
41048,1/01/0001,31/03/2014,NINOVE,Ninove,N
41048,1/04/2014,,NINOVE,Ninove,O
41049,1/01/1830,31/12/1976,OKEGEM,Okegem,N
41050,1/01/1830,31/12/1970,ONKERZELE,Onkerzele,N
41051,1/01/1830,31/12/1976,OOMBERGEN,Oombergen,N
41052,1/01/1830,31/12/1976,OORDEGEM,Oordegem,N
41053,1/01/1830,31/12/1976,OPHASSELT,Ophasselt,N
41054,1/01/1830,31/12/1976,OTTERGEM,Ottergem,N
41055,1/01/1830,31/12/1976,OUTER,Outer,N
41056,1/01/1830,31/12/1970,OVERBOELARE,Overboelare,N
41057,1/01/1830,31/12/1976,POLLARE,Pollare,N
41058,1/01/1830,31/12/1976,RESSEGEM,Ressegem,N
41059,1/01/1830,31/12/1976,SCHENDELBEKE,Schendelbeke,N
41060,1/01/1830,31/12/1976,SINT-ANTELINKS,Sint-Antelinks,N
41061,1/01/1830,31/12/1970,SINT-GORIKS-OUDENHOVE,Sint-Goriks-Oudenhove,N
41062,1/01/1830,31/12/1976,SINT-LIEVENS-ESSE,Sint-Lievens-Esse,N
41063,1/01/0001,31/03/2014,SINT-LIEVENS-HOUTEM,Sint-Lievens-Houtem,N
41063,1/04/2014,,SINT-LIEVENS-HOUTEM,Sint-Lievens-Houtem,O
41064,1/01/1830,31/12/1976,SINT-MARIA-OUDENHOVE,Sint-Maria-Oudenhove,N
41065,1/01/1830,31/12/1976,SMEEREBBE-VLOERZEGEM,Smeerebbe-Vloerzegem,N
41066,1/01/1830,31/12/1976,SMETLEDE,Smetlede,N
41067,1/01/1830,31/12/1976,STEENHUIZE-WIJNHUIZE,Steenhuize-Wijnhuize,N
41068,1/01/1830,31/12/1970,STRIJPEN,Strijpen,N
41069,1/01/1830,31/12/1970,VELZEKE-RUDDERSHOVE,Velzeke-Ruddershove,N
41070,1/01/1830,31/12/1976,VIANE,Viane,N
41071,1/01/1830,31/12/1976,VLEKKEM,Vlekkem,N
41072,1/01/1830,31/12/1976,VLIERZELE,Vlierzele,N
41073,1/01/1830,31/12/1976,VOORDE,Voorde,N
41074,1/01/1830,31/12/1976,WAARBEKE,Waarbeke,N
41075,1/01/1830,31/12/1976,WANZELE,Wanzele,N
41076,1/01/1830,31/12/1976,WELLE,Welle,N
41077,1/01/1830,31/12/1976,WOUBRECHTEGEM,Woubrechtegem,N
41078,1/01/1830,31/12/1976,ZANDBERGEN,Zandbergen,N
41079,1/01/1830,31/12/1976,ZARLARDINGE,Zarlardinge,N
41080,1/01/1830,31/12/1976,ZONNEGEM,Zonnegem,N
41081,1/01/0001,31/03/2014,ZOTTEGEM,Zottegem,N
41081,1/04/2014,,ZOTTEGEM,Zottegem,O
41082,1/01/0001,31/03/2014,ERPE-MERE,Erpe-Mere,N
41082,1/04/2014,,ERPE-MERE,Erpe-Mere,O
42001,1/01/1830,31/12/1971,APPELS,Appels,N
42002,1/01/1830,31/12/1976,BAASRODE,Baasrode,N
42003,1/01/0001,31/03/2014,BERLARE,Berlare,N
42003,1/04/2014,,BERLARE,Berlare,O
42004,1/01/0001,31/03/2014,BUGGENHOUT,Buggenhout,N
42004,1/04/2014,,BUGGENHOUT,Buggenhout,O
42005,1/01/1830,31/12/1976,DENDERBELLE,Denderbelle,N
42006,1/01/0001,31/03/2014,DENDERMONDE,Dendermonde,N
42006,1/04/2014,,DENDERMONDE,Dendermonde,O
42007,1/01/1830,31/12/1976,GREMBERGEN,Grembergen,N
42008,1/01/0001,31/03/2014,HAMME,Hamme (OOST-VLAANDEREN),N
42008,1/04/2014,,HAMME,Hamme (OOST-VLAANDEREN),O
42009,1/01/1830,31/12/1976,KALKEN,Kalken,N
42010,1/01/0001,31/03/2014,LAARNE,Laarne,N
42010,1/04/2014,,LAARNE,Laarne,O
42011,1/01/0001,31/03/2014,LEBBEKE,Lebbeke,N
42011,1/04/2014,,LEBBEKE,Lebbeke,O
42012,1/01/1830,31/12/1976,MASSEMEN,Massemen,N
42013,1/01/1830,31/12/1976,MESPELARE,Mespelare,N
42014,1/01/1830,31/12/1976,MOERZEKE,Moerzeke,N
42015,1/01/1830,31/12/1964,OPDORP,Opdorp,N
42016,1/01/1830,31/12/1976,OUDEGEM,Oudegem,N
42017,1/01/1830,31/12/1976,OVERMERE,Overmere,N
42018,1/01/1830,31/12/1976,SCHELLEBELLE,Schellebelle,N
42019,1/01/1873,31/12/1976,SCHOONAARDE,Schoonaarde,N
42020,1/01/1830,31/12/1976,SERSKAMP,Serskamp,N
42021,1/01/1830,31/12/1971,SINT-GILLIS-BIJ-DENDERMONDE,Sint-Gillis-bij-Dendermonde,N
42022,1/01/1830,31/12/1976,UITBERGEN,Uitbergen,N
42023,1/01/0001,31/03/2014,WAASMUNSTER,Waasmunster,N
42023,1/04/2014,,WAASMUNSTER,Waasmunster,O
42024,1/01/1899,31/12/1976,WESTREM,Westrem,N
42025,1/01/0001,31/03/2014,WETTEREN,Wetteren,N
42025,1/04/2014,,WETTEREN,Wetteren,O
42026,1/01/0001,31/03/2014,WICHELEN,Wichelen,N
42026,1/04/2014,,WICHELEN,Wichelen,O
42027,1/01/1830,31/12/1976,WIEZE,Wieze,N
42028,1/01/0001,31/03/2014,ZELE,Zele,N
42028,1/04/2014,,ZELE,Zele,O
43001,1/01/1830,31/12/1976,ADEGEM,Adegem,N
43002,1/01/0001,31/03/2014,ASSENEDE,Assenede,N
43002,1/04/2014,,ASSENEDE,Assenede,O
43003,1/01/1830,31/12/1976,BASSEVELDE,Bassevelde,N
43004,1/01/1830,31/12/1976,BOEKHOUTE,Boekhoute,N
43005,1/01/0001,31/03/2014,EEKLO,Eeklo,N
43005,1/04/2014,,EEKLO,Eeklo,O
43006,1/01/1830,31/12/1976,ERTVELDE,Ertvelde,N
43007,1/01/0001,31/03/2014,KAPRIJKE,Kaprijke,N
43007,1/04/2014,,KAPRIJKE,Kaprijke,O
43008,1/01/1830,31/12/1964,KLUIZEN,Kluizen,N
43009,1/01/1830,31/12/1976,LEMBEKE,Lembeke,N
43010,1/01/0001,31/03/2014,MALDEGEM,Maldegem,N
43010,1/04/2014,,MALDEGEM,Maldegem,O
43011,1/01/1830,31/12/1976,MIDDELBURG,Middelburg,N
43012,1/01/1830,31/12/1976,OOSTEEKLO,Oosteeklo,N
43013,1/01/1830,31/12/1976,SINT-JAN-IN-EREMO,Sint-Jan-in-Eremo,N
43014,1/01/0001,31/03/2014,SINT-LAUREINS,Sint-Laureins,N
43014,1/04/2014,,SINT-LAUREINS,Sint-Laureins,O
43015,1/01/1830,31/12/1976,SINT-MARGRIETE,Sint-Margriete,N
43016,1/01/1830,31/12/1976,WATERLAND-OUDEMAN,Waterland-Oudeman,N
43017,1/01/1830,31/12/1976,WATERVLIET,Watervliet,N
43018,1/01/0001,31/03/2014,ZELZATE,Zelzate,N
43018,1/04/2014,,ZELZATE,Zelzate,O
44001,1/01/0001,31/03/2014,AALTER,Aalter,N
44001,1/04/2014,31/12/2018,AALTER,Aalter,N
44002,1/01/1830,31/12/1976,AFSNEE,Afsnee,N
44003,1/01/1830,31/12/1976,ASPER,Asper,N
44004,1/01/1830,31/12/1970,ASTENE,Astene,N
44005,1/01/1830,31/12/1976,BAAIGEM,Baaigem,N
44006,1/01/1830,31/12/1976,BACHTE-MARIA-LEERNE,Bachte-Maria-Leerne,N
44007,1/01/1830,31/12/1976,BALEGEM,Balegem,N
44008,1/01/1921,31/12/1976,BEERVELDE,Beervelde,N
44009,1/01/1830,31/12/1976,BELLEM,Bellem,N
44010,1/01/1830,31/12/1976,BOTTELARE,Bottelare,N
44011,1/01/0001,31/03/2014,DEINZE,Deinze,N
44011,1/04/2014,31/12/2018,DEINZE,Deinze,N
44012,1/01/0001,31/03/2014,DE PINTE,De Pinte,N
44012,1/04/2014,,DE PINTE,De Pinte,O
44013,1/01/0001,31/03/2014,DESTELBERGEN,Destelbergen,N
44013,1/04/2014,,DESTELBERGEN,Destelbergen,O
44014,1/01/1830,31/12/1964,DESTELDONK,Desteldonk,N
44015,1/01/1830,31/12/1976,DEURLE,Deurle,N
44016,1/01/1830,31/12/1976,DIKKELVENNE,Dikkelvenne,N
44017,1/01/1830,31/12/1976,DRONGEN,Drongen,N
44018,1/01/1830,31/12/1976,EKE,Eke,N
44019,1/01/0001,31/03/2014,EVERGEM,Evergem,N
44019,1/04/2014,,EVERGEM,Evergem,O
44020,1/01/0001,31/03/2014,GAVERE,Gavere,N
44020,1/04/2014,,GAVERE,Gavere,O
44021,1/01/0001,31/03/2014,GENT,Gent,N
44021,1/04/2014,,GENT,Gent,O
44022,1/01/1830,31/12/1976,GENTBRUGGE,Gentbrugge,N
44023,1/01/1830,31/12/1976,GIJZENZELE,Gijzenzele,N
44024,1/01/1830,31/12/1976,GONTRODE,Gontrode,N
44025,1/01/1830,31/12/1976,GOTTEM,Gottem,N
44026,1/01/1830,31/12/1976,GRAMMENE,Grammene,N
44027,1/01/1830,31/12/1976,HANSBEKE,Hansbeke,N
44028,1/01/1830,31/12/1976,HEUSDEN,Heusden (OOST-VLAANDEREN),N
44029,1/01/0001,31/03/2014,KNESSELARE,Knesselare,N
44029,1/04/2014,31/12/2018,KNESSELARE,Knesselare,N
44030,1/01/1830,31/12/1976,LANDEGEM,Landegem,N
44031,1/01/1830,31/12/1976,LANDSKOUTER,Landskouter,N
44032,1/01/1830,31/12/1976,LEDEBERG,Ledeberg,N
44033,1/01/1830,31/12/1964,LEMBERGE,Lemberge,N
44034,1/01/0001,31/03/2014,LOCHRISTI,Lochristi,N
44034,1/04/2014,,LOCHRISTI,Lochristi,O
44035,1/01/1830,31/12/1976,LOTENHULLE,Lotenhulle,N
44036,1/01/0001,31/03/2014,LOVENDEGEM,Lovendegem,N
44036,1/04/2014,31/12/2018,LOVENDEGEM,Lovendegem,N
44037,1/01/1830,31/12/1976,MACHELEN,Machelen (OOST-VLAANDEREN),N
44038,1/01/1830,31/12/1976,MARIAKERKE,Mariakerke,N
44039,1/01/1830,31/12/1976,MEIGEM,Meigem,N
44040,1/01/0001,31/03/2014,MELLE,Melle,N
44040,1/04/2014,,MELLE,Melle,O
44041,1/01/1830,31/12/1976,MELSEN,Melsen,N
44042,1/01/1830,31/12/1964,MENDONK,Mendonk,N
44043,1/01/0001,31/03/2014,MERELBEKE,Merelbeke,N
44043,1/04/2014,,MERELBEKE,Merelbeke,O
44044,1/01/1830,31/12/1976,MERENDREE,Merendree,N
44045,1/01/0001,31/03/2014,MOERBEKE,Moerbeke (GENT),N
44045,1/04/2014,,MOERBEKE,Moerbeke (GENT),O
44046,1/01/1830,31/12/1976,MOORTSELE,Moortsele,N
44047,1/01/1830,31/12/1976,MUNTE,Munte,N
44048,1/01/0001,31/03/2014,NAZARETH,Nazareth,N
44048,1/04/2014,,NAZARETH,Nazareth,O
44049,1/01/0001,31/03/2014,NEVELE,Nevele,N
44049,1/04/2014,31/12/2018,NEVELE,Nevele,N
44050,1/01/1830,31/12/1976,OLSENE,Olsene,N
44051,1/01/1830,31/12/1976,OOSTAKKER,Oostakker,N
44052,1/01/0001,31/03/2014,OOSTERZELE,Oosterzele,N
44052,1/04/2014,,OOSTERZELE,Oosterzele,O
44053,1/01/1830,31/12/1976,OOSTWINKEL,Oostwinkel,N
44054,1/01/1830,31/12/1970,PETEGEM-AAN-DE-LEIE,Petegem-aan-de-Leie,N
44055,1/01/1830,31/12/1976,POEKE,Poeke,N
44056,1/01/1830,31/12/1976,POESELE,Poesele,N
44057,1/01/1830,31/12/1976,RONSELE,Ronsele,N
44058,1/01/1830,31/12/1976,SCHELDERODE,Schelderode,N
44059,1/01/1830,31/12/1976,SCHELDEWINDEKE,Scheldewindeke,N
44060,1/01/1830,31/12/1976,SEMMERZAKE,Semmerzake,N
44061,1/01/1872,31/12/1976,SINT-AMANDSBERG,Sint-Amandsberg,N
44062,1/01/1830,31/12/1976,SINT-DENIJS-WESTREM,Sint-Denijs-Westrem,N
44063,1/01/1830,31/12/1964,SINT-KRUIS-WINKEL,Sint-Kruis-Winkel,N
44064,1/01/0001,31/03/2014,SINT-MARTENS-LATEM,Sint-Martens-Latem,N
44064,1/04/2014,,SINT-MARTENS-LATEM,Sint-Martens-Latem,O
44065,1/01/1830,31/12/1976,SINT-MARTENS-LEERNE,Sint-Martens-Leerne,N
44066,1/01/1830,31/12/1976,SLEIDINGE,Sleidinge,N
44067,1/01/1830,31/12/1976,URSEL,Ursel,N
44068,1/01/1830,31/12/1976,VINDERHOUTE,Vinderhoute,N
44069,1/01/1830,31/12/1976,VINKT,Vinkt,N
44070,1/01/1830,31/12/1976,VOSSELARE,Vosselare,N
44071,1/01/1830,31/12/1976,VURSTE,Vurste,N
44072,1/01/0001,31/03/2014,WAARSCHOOT,Waarschoot,N
44072,1/04/2014,31/12/2018,WAARSCHOOT,Waarschoot,N
44073,1/01/0001,31/03/2014,WACHTEBEKE,Wachtebeke,N
44073,1/04/2014,,WACHTEBEKE,Wachtebeke,O
44074,1/01/1830,31/12/1976,WONDELGEM,Wondelgem,N
44075,1/01/1830,31/12/1976,WONTERGEM,Wontergem,N
44076,1/01/1830,31/12/1976,ZAFFELARE,Zaffelare,N
44077,1/01/1830,31/12/1976,ZEVENEKEN,Zeveneken,N
44078,1/01/1830,31/12/1970,ZEVEREN,Zeveren,N
44079,1/01/1830,31/12/1976,ZEVERGEM,Zevergem,N
44080,1/01/0001,31/03/2014,ZOMERGEM,Zomergem,N
44080,1/04/2014,31/12/2018,ZOMERGEM,Zomergem,N
44081,1/01/0001,31/03/2014,ZULTE,Zulte,N
44081,1/04/2014,,ZULTE,Zulte,O
44082,1/01/1830,31/12/1976,ZWIJNAARDE,Zwijnaarde,N
44083,1/01/2019,,DEINZE,Deinze,O
44084,1/01/2019,,AALTER,Aalter,O
44085,1/01/2019,,LIEVEGEM,Lievegem,O
45001,1/01/1830,31/12/1970,BEERLEGEM,Beerlegem,N
45002,1/01/1830,31/12/1970,BERCHEM,Berchem (OOST-VLAANDEREN),N
45003,1/01/1830,31/12/1964,BEVERE,Bevere,N
45004,1/01/1830,31/12/1976,DEFTINGE,Deftinge,N
45005,1/01/1830,31/12/1970,DIKKELE,Dikkele,N
45006,1/01/1830,31/12/1964,EDELARE,Edelare,N
45007,1/01/1830,31/12/1964,EINE,Eine,N
45008,1/01/1830,31/12/1970,ELSEGEM,Elsegem,N
45009,1/01/1830,31/12/1970,ELST,Elst,N
45010,1/01/1830,31/12/1964,ENAME,Ename,N
45011,1/01/1830,31/12/1976,ETIKHOVE,Etikhove,N
45012,1/01/1830,31/12/1976,EVERBEEK,Everbeek,N
45013,1/01/1830,31/12/1976,HEMELVEERDEGEM,Hemelveerdegem,N
45014,1/01/1830,31/12/1970,HEURNE,Heurne,N
45015,1/01/1830,31/12/1976,HUISE,Huise,N
45016,1/01/1830,31/12/1970,HUNDELGEM,Hundelgem,N
45017,1/01/0001,31/03/2014,KRUISHOUTEM,Kruishoutem,N
45017,1/04/2014,31/12/2018,KRUISHOUTEM,Kruishoutem,N
45018,1/01/1830,31/12/1970,KWAREMONT,Kwaremont,N
45019,1/01/1830,31/12/1964,LEUPEGEM,Leupegem,N
45020,1/01/1830,31/12/1976,MAARKE-KERKEM,Maarke-Kerkem,N
45021,1/01/1830,31/12/1970,MATER,Mater,N
45022,1/01/1830,31/12/1970,MEILEGEM,Meilegem,N
45023,1/01/1830,31/12/1970,MELDEN,Melden,N
45024,1/01/1830,31/12/1970,MICHELBEKE,Michelbeke,N
45025,1/01/1830,31/12/1970,MOREGEM,Moregem,N
45026,1/01/1830,31/12/1976,MULLEM,Mullem,N
45027,1/01/1830,31/12/1976,MUNKZWALM,Munkzwalm,N
45028,1/01/1830,31/12/1970,NEDERBRAKEL,Nederbrakel,N
45029,1/01/1830,31/12/1964,NEDERENAME,Nederename,N
45030,1/01/1849,31/12/1976,NEDERZWALM-HERMELGEM,Nederzwalm-Hermelgem,N
