code_ins,date_debut,date_fin,nom_officiel_rn,nom_unique_etnic,actif
55020,1/01/1830,31/12/1976,HOUDENG-GOEGNIES,Houdeng-Goegnies,N
55021,1/01/1830,31/12/1976,HOVES,Hoves,N
55022,1/01/0001,31/03/2014,LA LOUVIERE,La Louvière,N
55022,1/04/2014,31/12/2018,LA LOUVIERE,La Louvière,N
55023,1/01/0001,31/03/2014,LESSINES,Lessines,N
55023,1/04/2014,31/12/2018,LESSINES,Lessines,N
55024,1/01/1830,31/12/1976,MARCHE-LEZ-ECAUSSINNES,Marche-lez-Ecaussinnes,N
55025,1/01/1830,31/12/1976,MARCQ,Marcq,N
55026,1/01/1830,31/12/1976,MAURAGE,Maurage,N
55027,1/01/1830,31/12/1976,MIGNAULT,Mignault,N
55028,1/01/1830,31/12/1976,NAAST,Naast,N
55029,1/01/1830,31/12/1976,OGY,Ogy,N
55030,1/01/1830,31/12/1976,OLLIGNIES,Ollignies,N
55031,1/01/1830,31/12/1976,PAPIGNIES,Papignies,N
55032,1/01/1830,31/12/1976,PERONNES,Péronnes (SOIGNIES),N
55033,1/01/1830,31/12/1976,PETIT-ENGHIEN,Petit-Enghien,N
55034,1/01/1830,31/12/1976,PETIT-ROEULX-LEZ-BRAINE,Petit-Roeulx-lez-Braine,N
55035,1/01/0001,31/03/2014,LE ROEULX,Le Roeulx,N
55035,1/04/2014,,LE ROEULX,Le Roeulx,O
55036,1/01/1830,31/12/1976,RONQUIERES,Ronquières,N
55037,1/01/1830,31/12/1964,SAINT-DENIS,Saint-Denis (HAINAUT),N
55038,1/01/1830,31/12/1976,SAINT-VAAST,Saint-Vaast,N
55039,1/01/0001,31/03/2014,SILLY,Silly,N
55039,1/04/2014,31/12/2018,SILLY,Silly,N
55040,1/01/0001,31/03/2014,SOIGNIES,Soignies,N
55040,1/04/2014,,SOIGNIES,Soignies,O
55041,1/01/1830,31/12/1976,STEENKERQUE,Steenkerque,N
55042,1/01/1830,31/12/1976,STREPY-BRACQUEGNIES,Strépy-Bracquegnies,N
55043,1/01/1830,31/12/1976,THIEU,Thieu,N
55044,1/01/1830,31/12/1976,THIEUSIES,Thieusies,N
55045,1/01/1830,31/12/1976,THORICOURT,Thoricourt,N
55046,1/01/1830,31/12/1976,TRIVIERES,Trivières,N
55047,1/01/1830,31/12/1976,VELLEREILLE-LE-SEC,Vellereille-le-Sec,N
55048,1/01/1830,31/12/1976,VILLERS-SAINT-GHISLAIN,Villers-Saint-Ghislain,N
55049,1/01/1830,31/12/1976,VILLE-SUR-HAINE,Ville-sur-Haine,N
55050,1/01/0001,31/03/2014,ECAUSSINNES,Ecaussinnes,N
55050,1/04/2014,,ECAUSSINNES,Ecaussinnes,O
55051,1/01/1830,31/12/1964,WANNEBECQ,Wannebecq,N
55085,1/01/2019,,SENEFFE,Seneffe,O
55086,1/01/2019,,MANAGE,Manage,O
56001,1/01/0001,31/03/2014,ANDERLUES,Anderlues,N
56001,1/04/2014,,ANDERLUES,Anderlues,O
56002,1/01/1830,31/12/1976,BAILEUX,Baileux,N
56003,1/01/1830,31/12/1976,BAILIEVRE,Bailièvre,N
56004,1/01/1830,31/12/1976,BARBENCON,Barbençon,N
56005,1/01/0001,31/03/2014,BEAUMONT,Beaumont,N
56005,1/04/2014,,BEAUMONT,Beaumont,O
56006,1/01/1830,31/12/1976,BEAUWELZ,Beauwelz,N
56007,1/01/1830,31/12/1976,BERSILLIES-L'ABBAYE,Bersillies-l'Abbaye,N
56008,1/01/1830,31/12/1976,BIENNE-LEZ-HAPPART,Bienne-lez-Happart,N
56009,1/01/1830,31/12/1976,BIERCEE,Biercée,N
56010,1/01/1830,31/12/1976,BIESME-SOUS-THUIN,Biesme-sous-Thuin,N
56011,1/01/0001,31/03/2014,BINCHE,Binche,N
56011,1/04/2014,31/12/2018,BINCHE,Binche,N
56012,1/01/1830,31/12/1976,BOURLERS,Bourlers,N
56013,1/01/1830,31/12/1976,BOUSSU-LEZ-WALCOURT,Boussu-lez-Walcourt,N
56014,1/01/1830,31/12/1976,BUVRINNES,Buvrinnes,N
56015,1/01/1830,31/12/1976,CARNIERES,Carnières,N
56016,1/01/0001,31/03/2014,CHIMAY,Chimay,N
56016,1/04/2014,,CHIMAY,Chimay,O
56017,1/01/1830,31/12/1976,COUR-SUR-HEURE,Cour-sur-Heure,N
56018,1/01/1830,31/12/1976,CROIX-LEZ-ROUVEROY,Croix-lez-Rouveroy,N
56019,1/01/1830,31/12/1976,DONSTIENNES,Donstiennes,N
56020,1/01/1830,31/12/1976,EPINOIS,Epinois,N
56021,1/01/1830,31/12/1976,ERPION,Erpion,N
56022,1/01/0001,31/03/2014,ERQUELINNES,Erquelinnes,N
56022,1/04/2014,,ERQUELINNES,Erquelinnes,O
56023,1/01/1830,31/12/1976,ESTINNES-AU-MONT,Estinnes-au-Mont,N
56024,1/01/1830,31/12/1976,FAUROEULX,Fauroeulx,N
56025,1/01/1830,31/12/1976,FONTAINE-VALMONT,Fontaine-Valmont,N
56026,1/01/1903,31/12/1976,FORGE-PHILIPPE,Forge-Philippe,N
56027,1/01/1830,31/12/1976,FORGES,Forges,N
56028,1/01/1868,31/12/1964,FOURBECHIES,Fourbechies,N
56029,1/01/0001,31/03/2014,FROIDCHAPELLE,Froidchapelle,N
56029,1/04/2014,,FROIDCHAPELLE,Froidchapelle,O
56030,1/01/1830,31/12/1976,GOZEE,Gozée,N
56031,1/01/1830,31/12/1976,GRAND-RENG,Grand-Reng,N
56032,1/01/1830,31/12/1976,GRANDRIEU,Grandrieu,N
56033,1/01/1830,31/12/1976,HAINE-SAINT-PIERRE,Haine-Saint-Pierre,N
56034,1/01/1830,31/12/1976,HAM-SUR-HEURE,Ham-sur-Heure,N
56035,1/01/1830,31/12/1976,HANTES-WIHERIES,Hantes-Wihéries,N
56036,1/01/1830,31/12/1976,HAULCHIN,Haulchin,N
56037,1/01/1830,31/12/1976,JAMIOULX,Jamioulx,N
56038,1/01/1830,31/12/1976,LABUISSIERE,Labuissière,N
56039,1/01/1830,31/12/1976,LEERS-ET-FOSTEAU,Leers-et-Fosteau,N
56040,1/01/1886,31/12/1976,L'ESCAILLERE,L'Escaillère,N
56041,1/01/1830,31/12/1976,LEUGNIES,Leugnies,N
56042,1/01/1830,31/12/1976,LEVAL-CHAUDEVILLE,Leval-Chaudeville,N
56043,1/01/1830,31/12/1976,LEVAL-TRAHEGNIES,Leval-Trahegnies,N
56044,1/01/0001,31/03/2014,LOBBES,Lobbes,N
56044,1/04/2014,,LOBBES,Lobbes,O
56045,1/01/1830,31/12/1976,LOMPRET,Lompret,N
56046,1/01/1830,31/12/1976,MACON,Macon,N
56047,1/01/1867,31/12/1976,MACQUENOISE,Macquenoise,N
56048,1/01/1830,31/12/1976,MARBAIX,Marbaix,N
56049,1/01/0001,31/03/2014,MERBES-LE-CHATEAU,Merbes-le-Château,N
56049,1/04/2014,,MERBES-LE-CHATEAU,Merbes-le-Château,O
56050,1/01/1830,31/12/1976,MERBES-SAINTE-MARIE,Merbes-Sainte-Marie,N
56051,1/01/0001,31/03/2014,MOMIGNIES,Momignies,N
56051,1/04/2014,,MOMIGNIES,Momignies,O
56052,1/01/1830,31/12/1976,MONCEAU-IMBRECHIES,Monceau-Imbrechies,N
56053,1/01/1830,31/12/1976,MONTBLIART,Montbliart,N
56054,1/01/1830,31/12/1976,MONTIGNIES-SAINT-CHRISTOPHE,Montignies-Saint-Christophe,N
56055,1/01/1830,31/12/1976,MONT-SAINTE-ALDEGONDE,Mont-Sainte-Aldegonde,N
56056,1/01/1830,31/12/1976,MONT-SAINTE-GENEVIEVE,Mont-Sainte-Geneviève,N
56057,1/01/1830,31/12/1976,MORLANWELZ-MARIEMONT,Morlanwelz-Mariemont,N
56058,1/01/1830,31/12/1976,NALINNES,Nalinnes,N
56059,1/01/1830,31/12/1976,PEISSANT,Peissant,N
56060,1/01/1830,31/12/1976,RAGNIES,Ragnies,N
56061,1/01/1830,31/12/1976,RANCE,Rance,N
56062,1/01/1830,31/12/1976,RENLIES,Renlies,N
56063,1/01/1830,31/12/1976,RESSAIX,Ressaix,N
56064,1/01/1851,31/12/1976,RIEZES,Rièzes,N
56065,1/01/1830,31/12/1976,ROBECHIES,Robechies,N
56066,1/01/1830,31/12/1976,ROUVEROY,Rouveroy,N
56067,1/01/1830,31/12/1976,SAINT-REMY,Saint-Remy (HAINAUT),N
56068,1/01/1830,31/12/1976,SALLES,Salles,N
56069,1/01/1830,31/12/1976,SARS-LA-BUISSIERE,Sars-la-Buissière,N
56070,1/01/1914,31/12/1976,SAUTIN,Sautin,N
56071,1/01/1830,31/12/1976,SELOIGNES,Seloignes,N
56072,1/01/1830,31/12/1976,SIVRY,Sivry,N
56073,1/01/1830,31/12/1976,SOLRE-SAINT-GERY,Solre-Saint-Géry,N
56074,1/01/1830,31/12/1976,SOLRE-SUR-SAMBRE,Solre-sur-Sambre,N
56075,1/01/1830,31/12/1976,STREE,Strée (HAINAUT),N
56076,1/01/1830,31/12/1976,THIRIMONT,Thirimont,N
56077,1/01/1830,31/12/1976,THUILLIES,Thuillies,N
56078,1/01/0001,31/03/2014,THUIN,Thuin,N
56078,1/04/2014,,THUIN,Thuin,O
56079,1/01/1830,31/12/1976,VAULX,Vaulx (THUIN),N
56080,1/01/1830,31/12/1976,VELLEREILLE-LES-BRAYEUX,Vellereille-les-Brayeux,N
56081,1/01/1830,31/12/1976,VERGNIES,Vergnies,N
56082,1/01/1830,31/12/1976,VILLERS-LA-TOUR,Villers-la-Tour,N
56083,1/01/1830,31/12/1976,VIRELLES,Virelles,N
56084,1/01/1830,31/12/1976,WAUDREZ,Waudrez,N
56085,1/01/0001,31/03/2014,ESTINNES,Estinnes,N
56085,1/04/2014,31/12/2018,ESTINNES,Estinnes,N
56086,1/01/0001,31/03/2014,HAM-SUR-HEURE-NALINNES,Ham-sur-Heure-Nalinnes,N
56086,1/04/2014,,HAM-SUR-HEURE-NALINNES,Ham-sur-Heure-Nalinnes,O
56087,1/01/0001,31/03/2014,MORLANWELZ,Morlanwelz,N
56087,1/04/2014,31/12/2018,MORLANWELZ,Morlanwelz,N
56088,1/01/0001,31/03/2014,SIVRY-RANCE,Sivry-Rance,N
56088,1/04/2014,,SIVRY-RANCE,Sivry-Rance,O
57001,1/01/1830,31/12/1976,AMOUGIES,Amougies,N
57002,1/01/1830,31/12/1976,ANSEROEUL,Anseroeul,N
57003,1/01/0001,31/03/2014,ANTOING,Antoing,N
57003,1/04/2014,,ANTOING,Antoing,O
57004,1/01/1830,31/12/1976,BAILLEUL,Bailleul,N
57005,1/01/1830,31/12/1976,BARRY,Barry,N
57006,1/01/1830,31/12/1976,BAUGNIES,Baugnies,N
57007,1/01/1830,31/12/1976,BECLERS,Béclers,N
57008,1/01/1830,31/12/1976,BLANDAIN,Blandain,N
57009,1/01/1830,31/12/1976,BLATON,Blaton,N
57010,1/01/1830,31/12/1976,BLEHARIES,Bléharies,N
57011,1/01/1907,31/12/1976,BON-SECOURS,Bon-Secours,N
57012,1/01/1830,31/12/1976,BRAFFE,Braffe,N
57013,1/01/1830,31/12/1976,BRASMENIL,Brasmenil,N
57014,1/01/1830,31/12/1976,BRUYELLE,Bruyelle,N
57015,1/01/1830,31/12/1976,BURY,Bury,N
57016,1/01/1830,31/12/1976,CALLENELLE,Callenelle,N
57017,1/01/1830,31/12/1976,CALONNE,Calonne,N
57018,1/01/0001,31/03/2014,CELLES,Celles (HAINAUT),N
57018,1/04/2014,,CELLES,Celles (HAINAUT),O
57019,1/01/1830,31/12/1976,CHAPELLE-A-OIE,Chapelle-à-Oie,N
57020,1/01/1830,31/12/1976,CHAPELLE-A-WATTINES,Chapelle-à-Wattines,N
57021,1/01/1830,31/12/1976,CHERCQ,Chercq,N
57022,1/01/1830,31/12/1976,ERE,Ere,N
57023,1/01/1830,31/12/1976,ESCANAFFLES,Escanaffles,N
57024,1/01/1830,31/12/1976,ESPLECHIN,Esplechin,N
57025,1/01/1830,31/12/1976,ESQUELMES,Esquelmes,N
57026,1/01/1830,31/12/1976,ESTAIMBOURG,Estaimbourg,N
57027,1/01/0001,31/03/2014,ESTAIMPUIS,Estaimpuis,N
57027,1/04/2014,,ESTAIMPUIS,Estaimpuis,O
57028,1/01/1830,31/12/1976,EVREGNIES,Evregnies,N
57029,1/01/1830,31/12/1976,FONTENOY,Fontenoy,N
57030,1/01/1830,31/12/1976,FROIDMONT,Froidmont,N
57031,1/01/1830,31/12/1976,FROYENNES,Froyennes,N
57032,1/01/1830,31/12/1976,GALLAIX,Gallaix,N
57033,1/01/1830,31/12/1976,GAURAIN-RAMECROIX,Gaurain-Ramecroix,N
57034,1/01/1830,31/12/1976,GRANDMETZ,Grandmetz,N
57035,1/01/1830,31/12/1976,GUIGNIES,Guignies,N
57036,1/01/1830,31/12/1976,HAVINNES,Havinnes,N
57037,1/01/1830,31/12/1976,HERINNES,Hérinnes,N
57038,1/01/1830,31/12/1976,HERTAIN,Hertain,N
57039,1/01/1830,31/12/1976,HOLLAIN,Hollain,N
57040,1/01/1830,31/12/1976,HOWARDRIES,Howardries,N
57041,1/01/1830,31/12/1976,JOLLAIN-MERLIN,Jollain-Merlin,N
57042,1/01/1830,31/12/1976,KAIN,Kain,N
57043,1/01/1887,31/12/1976,LA GLANERIE,La Glanerie,N
57044,1/01/1830,31/12/1976,LAMAIN,Lamain,N
57045,1/01/1830,31/12/1976,LAPLAIGNE,Laplaigne,N
57046,1/01/1830,31/12/1976,LEERS-NORD,Leers-Nord,N
57047,1/01/1830,31/12/1976,LESDAIN,Lesdain,N
57048,1/01/1830,31/12/1976,LEUZE,Leuze (HAINAUT),N
57049,1/01/1830,31/12/1976,LIGNE,Ligne,N
57050,1/01/1830,31/12/1976,MARQUAIN,Marquain,N
57051,1/01/1830,31/12/1976,MAUBRAY,Maubray,N
57052,1/01/1830,31/12/1976,MAULDE,Maulde,N
57053,1/01/1830,31/12/1976,MELLES,Melles,N
57054,1/01/1836,31/12/1976,MOLENBAIX,Molenbaix,N
57055,1/01/1830,31/12/1976,MONTROEUL-AU-BOIS,Montroeul-au-Bois,N
57056,1/01/1830,31/12/1976,MONT-SAINT-AUBERT,Mont-Saint-Aubert,N
57057,1/01/1830,31/12/1976,MOURCOURT,Mourcourt,N
57058,1/01/1830,31/12/1976,NECHIN,Néchin,N
57059,1/01/1830,31/12/1976,OBIGIES,Obigies,N
57060,1/01/1830,31/12/1976,ORCQ,Orcq,N
57061,1/01/1830,31/12/1976,ORROIR,Orroir,N
57062,1/01/0001,31/03/2014,PECQ,Pecq,N
57062,1/04/2014,,PECQ,Pecq,O
57063,1/01/1830,31/12/1976,PERONNES,Péronnes (TOURNAI),N
57064,1/01/0001,31/03/2014,PERUWELZ,Péruwelz,N
57064,1/04/2014,,PERUWELZ,Péruwelz,O
57065,1/01/1830,31/12/1976,PIPAIX,Pipaix,N
57066,1/01/1830,31/12/1976,POPUELLES,Popuelles,N
57067,1/01/1830,31/12/1976,POTTES,Pottes,N
57068,1/01/1830,31/12/1976,QUARTES,Quartes,N
57069,1/01/1830,31/12/1976,RAMEGNIES-CHIN,Ramegnies-Chin,N
57070,1/01/1830,31/12/1976,RONGY,Rongy,N
57071,1/01/1830,31/12/1976,ROUCOURT,Roucourt,N
57072,1/01/0001,31/03/2014,RUMES,Rumes,N
57072,1/04/2014,,RUMES,Rumes,O
57073,1/01/1830,31/12/1976,RUMILLIES,Rumillies,N
57074,1/01/1830,31/12/1976,RUSSEIGNIES,Russeignies,N
57075,1/01/1830,31/12/1976,SAINT-LEGER,Saint-Léger (HAINAUT),N
57076,1/01/1830,31/12/1976,SAINT-MAUR,Saint-Maur,N
57077,1/01/1830,31/12/1976,TAINTIGNIES,Taintignies,N
57078,1/01/1830,31/12/1976,TEMPLEUVE,Templeuve,N
57079,1/01/1830,31/12/1976,THIEULAIN,Thieulain,N
57080,1/01/1830,31/12/1976,THIMOUGIES,Thimougies,N
57081,1/01/0001,31/03/2014,TOURNAI,Tournai,N
57081,1/04/2014,,TOURNAI,Tournai,O
57082,1/01/1830,31/12/1976,VAULX,Vaulx (TOURNAI),N
57083,1/01/1830,31/12/1976,VELAINES,Velaines,N
57084,1/01/1830,31/12/1976,VEZON,Vezon,N
57085,1/01/1830,31/12/1976,WARCHIN,Warchin,N
57086,1/01/1830,31/12/1976,WARCOING,Warcoing,N
57087,1/01/1830,31/12/1976,WASMES-AUDEMEZ-BRIFFOEIL,Wasmes-Audemez-Briffoeil,N
57088,1/01/1830,31/12/1970,WATTRIPONT,Wattripont,N
57089,1/01/1830,31/12/1976,WEZ-VELVAIN,Wez-Velvain,N
57090,1/01/1830,31/12/1976,WIERS,Wiers,N
57091,1/01/1830,31/12/1976,WILLAUPUIS,Willaupuis,N
57092,1/01/1830,31/12/1976,WILLEMEAU,Willemeau,N
57093,1/01/0001,31/03/2014,BRUNEHAUT,Brunehaut,N
57093,1/04/2014,,BRUNEHAUT,Brunehaut,O
57094,1/01/0001,31/03/2014,LEUZE-EN-HAINAUT,Leuze-en-Hainaut,N
57094,1/04/2014,,LEUZE-EN-HAINAUT,Leuze-en-Hainaut,O
57095,1/01/0001,31/03/2014,MONT-DE-L'ENCLUS,Mont-de-l'Enclus,N
57095,1/04/2014,,MONT-DE-L'ENCLUS,Mont-de-l'Enclus,O
57096,1/01/2019,,MOUSCRON,Mouscron,O
57097,1/01/2019,,COMINES-WARNETON,Comines-Warneton,O
58001,1/01/2019,,LA LOUVIERE,La Louvière,O
58002,1/01/2019,,BINCHE,Binche,O
58003,1/01/2019,,ESTINNES,Estinnes,O
58004,1/01/2019,,MORLANWELZ,Morlanwelz,O
61001,1/01/1830,31/12/1976,ABEE,Abée,N
61002,1/01/1830,31/12/1976,AINEFFE,Aineffe,N
61003,1/01/0001,31/03/2014,AMAY,Amay,N
61003,1/04/2014,,AMAY,Amay,O
61004,1/01/1830,31/12/1976,AMPSIN,Ampsin,N
61005,1/01/1830,31/12/1976,ANTHEIT,Antheit,N
61006,1/01/1830,31/12/1976,BAS-OHA,Bas-Oha,N
61007,1/01/1830,31/12/1976,BEN-AHIN,Ben-Ahin,N
61008,1/01/1830,31/12/1976,BOIS-ET-BORSU,Bois-et-Borsu,N
61009,1/01/1830,31/12/1970,BORLEZ,Borlez,N
61010,1/01/0001,31/03/2014,BURDINNE,Burdinne,N
61010,1/04/2014,,BURDINNE,Burdinne,O
61011,1/01/1830,31/12/1976,CHAPON-SERAING,Chapon-Seraing,N
61012,1/01/0001,31/03/2014,CLAVIER,Clavier,N
61012,1/04/2014,,CLAVIER,Clavier,O
61013,1/01/1830,31/12/1976,CLERMONT-SOUS-HUY,Clermont-sous-Huy,N
61014,1/01/1830,31/12/1976,COMBLAIN-FAIRON,Comblain-Fairon,N
61015,1/01/1830,31/12/1976,COUTHUIN,Couthuin,N
61016,1/01/1830,31/12/1976,EHEIN,Ehein,N
61017,1/01/1830,31/12/1976,ELLEMELLE,Ellemelle,N
61018,1/01/1830,31/12/1976,ERNONHEID,Ernonheid,N
61019,1/01/0001,31/03/2014,FERRIERES,Ferrières,N
61019,1/04/2014,,FERRIERES,Ferrières,O
61020,1/01/1830,31/12/1976,FILOT,Filot,N
61021,1/01/1830,31/12/1976,FIZE-FONTAINE,Fize-Fontaine,N
61022,1/01/1830,31/12/1976,FLONE,Flône,N
61023,1/01/1830,31/12/1976,FRAITURE,Fraiture,N
61024,1/01/0001,31/03/2014,HAMOIR,Hamoir,N
61024,1/04/2014,,HAMOIR,Hamoir,O
61025,1/01/1830,31/12/1976,HANNECHE,Hannêche,N
61026,1/01/1830,31/12/1976,HARZE,Harzé,N
61027,1/01/1830,31/12/1976,HERMALLE-SOUS-HUY,Hermalle-sous-Huy,N
61028,1/01/0001,31/03/2014,HERON,Héron,N
61028,1/04/2014,,HERON,Héron,O
61029,1/01/1830,31/12/1976,HODY,Hody,N
61030,1/01/1830,31/12/1976,HUCCORGNE,Huccorgne,N
61031,1/01/0001,31/03/2014,HUY,Huy,N
61031,1/04/2014,,HUY,Huy,O
61032,1/01/1830,31/12/1976,JEHAY-BODEGNEE,Jehay-Bodegnée,N
61033,1/01/1830,31/12/1976,LAMONTZEE,Lamontzée,N
61034,1/01/1830,31/12/1976,LANDENNE,Landenne,N
61035,1/01/1830,31/12/1976,LAVOIR,Lavoir,N
61036,1/01/1830,31/12/1976,LES AVINS,Les Avins,N
61037,1/01/1830,31/12/1970,LES WALEFFES,Les Waleffes,N
61038,1/01/1830,31/12/1976,LORCE,Lorcé,N
61039,1/01/0001,31/03/2014,MARCHIN,Marchin,N
61039,1/04/2014,,MARCHIN,Marchin,O
61040,1/01/1830,31/12/1976,MARNEFFE,Marneffe,N
61041,1/01/0001,31/03/2014,MODAVE,Modave,N
61041,1/04/2014,,MODAVE,Modave,O
61042,1/01/1830,31/12/1976,MOHA,Moha,N
61043,1/01/0001,31/03/2014,NANDRIN,Nandrin,N
61043,1/04/2014,,NANDRIN,Nandrin,O
61044,1/01/1830,31/12/1976,NEUVILLE-EN-CONDROZ,Neuville-en-Condroz,N
61045,1/01/1830,31/12/1976,OCQUIER,Ocquier,N
61046,1/01/1842,31/12/1976,OMBRET-RAWSA,Ombret-Rawsa,N
61047,1/01/1830,31/12/1976,OTEPPE,Oteppe,N
61048,1/01/0001,31/03/2014,OUFFET,Ouffet,N
61048,1/04/2014,,OUFFET,Ouffet,O
61049,1/01/1830,31/12/1976,OUTRELOUXHE,Outrelouxhe,N
61050,1/01/1830,31/12/1976,PAILHE,Pailhe,N
61051,1/01/1884,31/12/1976,POULSEUR,Poulseur,N
61052,1/01/1830,31/12/1976,RAMELOT,Ramelot,N
61053,1/01/1830,31/12/1976,SAINT-SEVERIN,Saint-Séverin,N
61054,1/01/1830,31/12/1976,SEILLES,Seilles,N
61055,1/01/1830,31/12/1976,SENY,Seny,N
61056,1/01/1830,31/12/1976,SERAING-LE-CHATEAU,Seraing-le-Château,N
61057,1/01/1830,31/12/1976,SOHEIT-TINLOT,Soheit-Tinlot,N
61058,1/01/1830,31/12/1976,STREE,Strée (LIEGE),N
61059,1/01/1830,31/12/1976,TAVIER,Tavier,N
61060,1/01/1830,31/12/1976,TERWAGNE,Terwagne,N
61061,1/01/1830,31/12/1976,TIHANGE,Tihange,N
61062,1/01/1830,31/12/1976,VAUX-ET-BORSET,Vaux-et-Borset,N
61063,1/01/0001,31/03/2014,VERLAINE,Verlaine,N
61063,1/04/2014,,VERLAINE,Verlaine,O
61064,1/01/1830,31/12/1976,VIERSET-BARSE,Vierset-Barse,N
61065,1/01/1830,31/12/1976,VIEUXVILLE,Vieuxville,N
61066,1/01/1830,31/12/1976,VIEUX-WALEFFE,Vieux-Waleffe,N
61067,1/01/1830,31/12/1976,VILLERS-AUX-TOURS,Villers-aux-Tours,N
61068,1/01/0001,31/03/2014,VILLERS-LE-BOUILLET,Villers-le-Bouillet,N
61068,1/04/2014,,VILLERS-LE-BOUILLET,Villers-le-Bouillet,O
61069,1/01/1830,31/12/1976,VILLERS-LE-TEMPLE,Villers-le-Temple,N
61070,1/01/1830,31/12/1976,VINALMONT,Vinalmont,N
61071,1/01/1830,31/12/1976,VYLE-ET-THAROUL,Vyle-et-Tharoul,N
61072,1/01/0001,31/03/2014,WANZE,Wanze,N
61072,1/04/2014,,WANZE,Wanze,O
61073,1/01/1830,31/12/1976,WARET-L'EVEQUE,Waret-l'Evêque,N
61074,1/01/1830,31/12/1976,WARNANT-DREYE,Warnant-Dreye,N
61075,1/01/1830,31/12/1976,WARZEE,Warzée,N
61076,1/01/1830,31/12/1976,WERBOMONT,Werbomont,N
61077,1/01/1830,31/12/1976,XHORIS,Xhoris,N
61078,1/01/1830,31/12/1976,YERNEE-FRAINEUX,Yernée-Fraineux,N
61079,1/01/0001,31/03/2014,ANTHISNES,Anthisnes,N
61079,1/04/2014,,ANTHISNES,Anthisnes,O
61080,1/01/0001,31/03/2014,ENGIS,Engis,N
61080,1/04/2014,,ENGIS,Engis,O
61081,1/01/0001,31/03/2014,TINLOT,Tinlot,N
61081,1/04/2014,,TINLOT,Tinlot,O
61082,1/01/1830,31/12/1952,LINCHET,Linchet,N
61083,1/01/1830,31/12/1952,NEUVILLE-SOUS-HUY,Neuville-sous-Huy,N
61084,1/01/1830,31/12/1952,VISSOUL,Vissoul,N
62001,1/01/1830,31/12/1976,ALLEUR,Alleur,N
62002,1/01/1830,31/12/1976,ANGLEUR,Angleur,N
62003,1/01/0001,31/03/2014,ANS,Ans,N
62003,1/04/2014,,ANS,Ans,O
62005,1/01/1830,31/12/1976,ARGENTEAU,Argenteau,N
62006,1/01/0001,31/03/2014,AWANS,Awans,N
62006,1/04/2014,,AWANS,Awans,O
62007,1/01/1830,31/12/1976,AWIRS,Awirs,N
62008,1/01/1830,31/12/1976,AYENEUX,Ayeneux,N
62009,1/01/0001,31/03/2014,AYWAILLE,Aywaille,N
62009,1/04/2014,,AYWAILLE,Aywaille,O
62010,1/01/1878,31/12/1976,BARCHON,Barchon,N
62011,1/01/0001,31/03/2014,BASSENGE,Bassenge,N
62011,1/04/2014,,BASSENGE,Bassenge,O
62012,1/01/1830,31/12/1976,BEAUFAYS,Beaufays,N
62013,1/01/1830,31/12/1976,BELLAIRE,Bellaire,N
62014,1/01/1830,31/12/1976,BERNEAU,Berneau,N
62015,1/01/0001,31/03/2014,BEYNE-HEUSAY,Beyne-Heusay,N
62015,1/04/2014,,BEYNE-HEUSAY,Beyne-Heusay,O
62016,1/01/1830,31/12/1976,BIERSET,Bierset,N
62017,1/01/1866,31/12/1976,BOIRS,Boirs,N
62018,1/01/1830,31/12/1976,BOMBAYE,Bombaye,N
62019,1/01/1830,31/12/1976,BONCELLES,Boncelles,N
62020,1/01/1871,31/12/1976,BRESSOUX,Bressoux,N
62021,1/01/1830,31/12/1976,CEREXHE-HEUSEUX,Cerexhe-Heuseux,N
62022,1/01/0001,31/03/2014,CHAUDFONTAINE,Chaudfontaine,N
62022,1/04/2014,,CHAUDFONTAINE,Chaudfontaine,O
62023,1/01/1830,31/12/1976,CHENEE,Chênée,N
62024,1/01/1830,31/12/1976,CHERATTE,Cheratte,N
62025,1/01/1830,31/12/1968,CHOKIER,Chokier,N
62026,1/01/0001,31/03/2014,COMBLAIN-AU-PONT,Comblain-au-Pont,N
62026,1/04/2014,,COMBLAIN-AU-PONT,Comblain-au-Pont,O
62027,1/01/0001,31/03/2014,DALHEM,Dalhem,N
62027,1/04/2014,,DALHEM,Dalhem,O
62028,1/01/1879,31/12/1976,DOLEMBREUX,Dolembreux,N
62029,1/01/1830,31/12/1976,EBEN-EMAEL,Eben-Emael,N
62030,1/01/1830,31/12/1976,EMBOURG,Embourg,N
62032,1/01/0001,31/03/2014,ESNEUX,Esneux,N
62032,1/04/2014,,ESNEUX,Esneux,O
62033,1/01/1830,31/12/1976,EVEGNEE-TIGNEE,Evegnée-Tignée,N
62034,1/01/1830,31/12/1976,FENEUR,Feneur,N
62035,1/01/1830,31/12/1976,FEXHE-SLINS,Fexhe-Slins,N
62036,1/01/1830,31/12/1976,FLEMALLE-GRANDE,Flémalle-Grande,N
62037,1/01/1830,31/12/1976,FLEMALLE-HAUTE,Flémalle-Haute,N
62038,1/01/0001,31/03/2014,FLERON,Fléron,N
62038,1/04/2014,,FLERON,Fléron,O
62039,1/01/1830,31/12/1976,FOOZ,Fooz,N
62040,1/01/1830,31/12/1976,FORET,Forêt,N
62041,1/01/1830,31/12/1976,FRAIPONT,Fraipont,N
62042,1/01/1874,31/12/1976,GLAIN,Glain,N
62043,1/01/1830,31/12/1964,GLEIXHE,Gleixhe,N
62044,1/01/1830,31/12/1976,GLONS,Glons,N
